Athlete,Profile Link 1,Profile Link 2,event,time,,,,position,,,,venue,meeting,date,venue-link,category
Christopher O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=4392,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=4392,ZXC,37:54,,,,39,,,22,Livingston,Scottish East District Champs (inc East District League),15 Jan 11,http://powerof10.info/results/results.aspx?meetingid=41432&event=ZXC&venue=Livingston&date=15-Jan-11,SEN
Christopher O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=4392,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=4392,ZXC,43:42,,,,56,,,,Falkirk,Scottish National Championships,19 Feb 11,http://powerof10.info/results/results.aspx?meetingid=41758&event=ZXC&venue=Falkirk&date=19-Feb-11,SEN
Christopher O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=4392,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=4392,ZXCL,14:46,,,,19,L4,,,Cumbernauld,Scottish National Relay Championships,22 Oct 11,http://powerof10.info/results/results.aspx?meetingid=56952&event=ZXCL&venue=Cumbernauld&date=22-Oct-11,SEN
Christopher O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=4392,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=4392,5000,16:34.78,,,,17,,,,Dunfermline,Scottish Senior Championships (inc Commonwealth Games Trials),17 Jul 10,http://powerof10.info/results/results.aspx?meetingid=36242&event=5000&venue=Dunfermline&date=17-Jul-10,SEN
Christopher O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=4392,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=4392,3000SC,10:46.31,,,,4,A,,,Grangemouth,Scottish Athletics League Division 2,20 Jun 10,http://powerof10.info/results/results.aspx?meetingid=36232&event=3000SC&venue=Grangemouth&date=20-Jun-10,SEN
Christopher O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=4392,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=4392,5K,16:26,,,,1,,,,Kirkcaldy,Beveridge Park 5K Series,20 Aug 10,http://powerof10.info/results/results.aspx?meetingid=36478&event=5K&venue=Kirkcaldy&date=20-Aug-10,SEN
Christopher O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=4392,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=4392,parkrun,16:47,,,,6,,,,Edinburgh Silverknowes,Edinburgh parkrun # 30 (Short course),22 May 10,http://powerof10.info/results/results.aspx?meetingid=33210&event=parkrun&venue=Edinburgh+Silverknowes&date=22-May-10,SEN
Christopher O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=4392,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=4392,5M,27:04,,,,7,,,,Edinburgh,Corstorphine 5M,9 Jun 10,http://powerof10.info/results/results.aspx?meetingid=39202&event=5M&venue=Edinburgh&date=9-Jun-10,SEN
Christopher O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=4392,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=4392,5MMT,26:40,,,,1,,,,Fife,Tour of Fife,25 Jul 10,http://powerof10.info/results/results.aspx?meetingid=36477&event=5MMT&venue=Fife&date=25-Jul-10,SEN
Christopher O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=4392,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=4392,6M,33:20,,,,9,,,,Balerno,Rigg Race,24 May 10,http://powerof10.info/results/results.aspx?meetingid=38512&event=6M&venue=Balerno&date=24-May-10,SEN
Christopher O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=4392,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=4392,10K,33:31,,,33:29,27,,,,Stirling,Stirling 10K,19 Sep 10,http://powerof10.info/results/results.aspx?meetingid=41707&event=10K&venue=Stirling&date=19-Sep-10,SEN
Christopher O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=4392,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=4392,10K,33:40,,,,7,,,,Pitreavie,Pitreavie AAC Forth Road Bridge 10K,8 Aug 10,http://powerof10.info/results/results.aspx?meetingid=40268&event=10K&venue=Pitreavie&date=8-Aug-10,SEN
Christopher O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=4392,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=4392,10K,35:02,,,,33,,,,Glasgow,Jim Dingwall Memorial 10K,28 Mar 10,http://powerof10.info/results/results.aspx?meetingid=35188&event=10K&venue=Glasgow&date=28-Mar-10,SEN
Christopher O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=4392,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=4392,10K,35:19,,,,3,,,,Angus,Forfar Road Runners’ 10K,15 Aug 10,http://powerof10.info/results/results.aspx?meetingid=40325&event=10K&venue=Angus&date=15-Aug-10,SEN
Christopher O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=4392,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=4392,10K,35:28,,,,6,,,,Linlithgow,Linlithgow 10K,26 Sep 10,http://powerof10.info/results/results.aspx?meetingid=42054&event=10K&venue=Linlithgow&date=26-Sep-10,SEN
Christopher O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=4392,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=4392,10M,56:30,,,,8,,,,Rosewell,Lasswade 10,7 Mar 10,http://powerof10.info/results/results.aspx?meetingid=31514&event=10M&venue=Rosewell&date=7-Mar-10,SEN
Christopher O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=4392,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=4392,ZXC,24:28,,,,3,,,,Hay Lodge Park,East Borders Series,28 Feb 10,http://powerof10.info/results/results.aspx?meetingid=35345&event=ZXC&venue=Hay+Lodge+Park&date=28-Feb-10,SEN
Christopher O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=4392,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=4392,ZXC,28:02,,,,3,,,,Berwick,East Borders League,31 Jan 10,http://powerof10.info/results/results.aspx?meetingid=34759&event=ZXC&venue=Berwick&date=31-Jan-10,SEN
Christopher O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=4392,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=4392,ZXC,30:47,,,,22,,,,Stirling,Scottish East District League,16 Oct 10,http://powerof10.info/results/results.aspx?meetingid=41708&event=ZXC&venue=Stirling&date=16-Oct-10,SEN
Christopher O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=4392,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=4392,ZXC,30:57,,,,29,,,,Broxburn Acedemy,Scottish East District League,20 Nov 10,http://powerof10.info/results/results.aspx?meetingid=41111&event=ZXC&venue=Broxburn+Acedemy&date=20-Nov-10,SEN
Christopher O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=4392,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=4392,2.5MMT,22:47,,,,3,,,,Falkland,Tour of Fife Arso Vertitus 2.5,2 Aug 09,http://powerof10.info/results/results.aspx?meetingid=29456&event=2.5MMT&venue=Falkland&date=2-Aug-09,SEN
Christopher O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=4392,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=4392,parkrun,16:43,,,,8,,,,Edinburgh Silverknowes,Edinburgh parkrun # 9 (Short course),12 Dec 09,http://powerof10.info/results/results.aspx?meetingid=30088&event=parkrun&venue=Edinburgh+Silverknowes&date=12-Dec-09,SEN
Christopher O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=4392,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=4392,parkrun,16:59,,,,9,,,,Edinburgh Silverknowes,Edinburgh parkrun # 6 (Short course),21 Nov 09,http://powerof10.info/results/results.aspx?meetingid=30091&event=parkrun&venue=Edinburgh+Silverknowes&date=21-Nov-09,SEN
Christopher O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=4392,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=4392,4MMT,21:27,,,,8,,,,Fife,John R. Weir Tour of Fife Chariots of Fire Beach Race (4M),30 Jul 09,http://powerof10.info/results/results.aspx?meetingid=28882&event=4MMT&venue=Fife&date=30-Jul-09,SEN
Christopher O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=4392,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=4392,10K,35:41,,,,41,,,,Stirling,Stirling 10K,20 Sep 09,http://powerof10.info/results/results.aspx?meetingid=30495&event=10K&venue=Stirling&date=20-Sep-09,SEN
Christopher O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=4392,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=4392,10K,38:00,,,,6,,,,Crieff,The Famous Grouse Crieff 10K,12 Jul 09,http://powerof10.info/results/results.aspx?meetingid=28728&event=10K&venue=Crieff&date=12-Jul-09,SEN
Christopher O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=4392,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=4392,ZRD,10:37,,,,2,,,,Fife,John R. Weir Tour of Fife Up Hell Time Trial (1.4M / 754ft),31 Jul 09,http://powerof10.info/results/results.aspx?meetingid=28883&event=ZRD&venue=Fife&date=31-Jul-09,SEN
Christopher O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=4392,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=4392,ZXC,24:25,,,,6,,,,Norham,East Borders League,15 Nov 09,http://powerof10.info/results/results.aspx?meetingid=31810&event=ZXC&venue=Norham&date=15-Nov-09,SEN
Christopher O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=4392,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=4392,ZXC,27:05,,,,3,,,,Lauder,East Borders League,29 Nov 09,http://powerof10.info/results/results.aspx?meetingid=32100&event=ZXC&venue=Lauder&date=29-Nov-09,SEN
Christopher O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=4392,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=4392,ZXC,30:09,,,,10,,,,Dunbar,East Borders League,13 Dec 09,http://powerof10.info/results/results.aspx?meetingid=32181&event=ZXC&venue=Dunbar&date=13-Dec-09,SEN
Christopher O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=4392,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=4392,ZXC,34:54,,,,14,,,,Edinburgh,Edinburgh Braid Hills,14 Nov 09,http://powerof10.info/results/results.aspx?meetingid=30653&event=ZXC&venue=Edinburgh&date=14-Nov-09,SEN
Christopher O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=4392,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=4392,800,1:57.27,i,,,4,,,,Glasgow,DM Hall Scottish Senior Championships,1 Mar 08,http://powerof10.info/results/results.aspx?meetingid=12570&event=800&venue=Glasgow&date=1-Mar-08,SEN
Christopher O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=4392,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=4392,800,1:57.5,,,,1,,,,Grangemouth,Central & Southern Scotland League - Division 2,27 Apr 08,http://powerof10.info/results/results.aspx?meetingid=14864&event=800&venue=Grangemouth&date=27-Apr-08,SEN
Christopher O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=4392,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=4392,800,1:57.53,,,,6,,,,Edinburgh,Scottish Closed Champs,11 May 08,http://powerof10.info/results/results.aspx?meetingid=15029&event=800&venue=Edinburgh&date=11-May-08,SEN
Christopher O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=4392,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=4392,800,1:59.37,,,,3,B,,,Grangemouth,Scottish Men's League Division 2,13 Jul 08,http://powerof10.info/results/results.aspx?meetingid=17153&event=800&venue=Grangemouth&date=13-Jul-08,SEN
Christopher O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=4392,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=4392,800,1:59.41,,,,2,,,,Grangemouth,Grangemouth Open Graded Meeting (inc Scottish Grand Prix Series),7 May 08,http://powerof10.info/results/results.aspx?meetingid=15037&event=800&venue=Grangemouth&date=7-May-08,SEN
Christopher O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=4392,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=4392,800,1:59.56,i,,,4,h2,,,Glasgow,DM Hall Scottish Senior Championships,1 Mar 08,http://powerof10.info/results/results.aspx?meetingid=12570&event=800&venue=Glasgow&date=1-Mar-08,SEN
Christopher O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=4392,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=4392,800,2:00.20,,,,,,,,Edinburgh,Scottish Closed Champs,11 May 08,http://powerof10.info/results/results.aspx?meetingid=15029&event=800&venue=Edinburgh&date=11-May-08,SEN
Christopher O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=4392,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=4392,1500,4:02.42,,,,6,,,,Edinburgh,Scottish East & West District Championships,10 May 08,http://powerof10.info/results/results.aspx?meetingid=15030&event=1500&venue=Edinburgh&date=10-May-08,SEN
Christopher O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=4392,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=4392,1500,4:02.49,,,,5,A,,,Grangemouth,Grangemouth Open Graded Meeting (inc Scottish Grand Prix Series),7 May 08,http://powerof10.info/results/results.aspx?meetingid=15037&event=1500&venue=Grangemouth&date=7-May-08,SEN
Christopher O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=4392,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=4392,1500,4:09.14,,,,,,,,Edinburgh,Scottish Closed Champs,10 May 08,http://powerof10.info/results/results.aspx?meetingid=15029&event=1500&venue=Edinburgh&date=10-May-08,SEN
Christopher O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=4392,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=4392,1500,4:11.81,,,,,,,,Edinburgh,Scottish Athletics Open Graded Grand Prix Series,3 Jul 08,http://powerof10.info/results/results.aspx?meetingid=15119&event=1500&venue=Edinburgh&date=3-Jul-08,SEN
Christopher O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=4392,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=4392,5M,27:44,,,,7,,,,Edinburgh,Corstorphine 5,11 Jun 08,http://powerof10.info/results/results.aspx?meetingid=16162&event=5M&venue=Edinburgh&date=11-Jun-08,SEN
Christopher O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=4392,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=4392,5M,27:57,,,,14,,,,Edinburgh,King's Building 5,8 Mar 08,http://powerof10.info/results/results.aspx?meetingid=13030&event=5M&venue=Edinburgh&date=8-Mar-08,SEN
Christopher O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=4392,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=4392,ZXC,42:44,,,,63,,,,Falkirk,Scottish Power Scottish National Championships,23 Feb 08,http://powerof10.info/results/results.aspx?meetingid=9356&event=ZXC&venue=Falkirk&date=23-Feb-08,SEN
Christopher O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=4392,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=4392,400,52.85,,,,,,,,Grangemouth,Scottish Men's League Div 1 & 2 Fixture 2,24 Jun 07,http://powerof10.info/results/results.aspx?meetingid=0&event=400&venue=Grangemouth&date=24-Jun-07,SEN
Christopher O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=4392,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=4392,800,1:55.35,,,,2,,,,Wishaw,Scottish Athletics League Division 1,26 Aug 07,http://powerof10.info/results/results.aspx?meetingid=8042&event=800&venue=Wishaw&date=26-Aug-07,SEN
Christopher O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=4392,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=4392,800,1:55.39,,,,1,2,,,Grangemouth,Grangemouth Open Graded,1 Aug 07,http://powerof10.info/results/results.aspx?meetingid=6983&event=800&venue=Grangemouth&date=1-Aug-07,SEN
Christopher O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=4392,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=4392,800,1:56.35,,,,4,1,,,Dundee,Scottish Athletics Open Graded Grand Prix Series,25 Aug 07,http://powerof10.info/results/results.aspx?meetingid=8015&event=800&venue=Dundee&date=25-Aug-07,SEN
Christopher O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=4392,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=4392,800,1:57.14,,,,1,,,,Grangemouth,Scottish Athletics League Division 2,24 Jun 07,http://powerof10.info/results/results.aspx?meetingid=6622&event=800&venue=Grangemouth&date=24-Jun-07,SEN
Christopher O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=4392,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=4392,800,1:59.49,,,,4,h2,,,Glasgow (S),Scottish Closed Senior Championships,13 May 07,http://powerof10.info/results/results.aspx?meetingid=10725&event=800&venue=Glasgow+(S)&date=13-May-07,SEN
Christopher O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=4392,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=4392,800,2:00.32,,,,,,,,Grangemouth,Scottish Athletics Open Graded Grand Prix Series,2 May 07,http://powerof10.info/results/results.aspx?meetingid=5519&event=800&venue=Grangemouth&date=2-May-07,SEN
Christopher O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=4392,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=4392,800,2:00.8,,,,,,,,Wishaw,Central & South Scotland Lge Div 2 & 3,5 Aug 07,http://powerof10.info/results/results.aspx?meetingid=0&event=800&venue=Wishaw&date=5-Aug-07,SEN
Christopher O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=4392,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=4392,1500,4:02.51,,,,3,1,,,Grangemouth,Grangemouth Open Graded,5 Sep 07,http://powerof10.info/results/results.aspx?meetingid=7968&event=1500&venue=Grangemouth&date=5-Sep-07,SEN
Christopher O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=4392,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=4392,1500,4:02.75,,,,1,,,,Edinburgh,Scottish Athletics League Division 2,22 Jul 07,http://powerof10.info/results/results.aspx?meetingid=6835&event=1500&venue=Edinburgh&date=22-Jul-07,SEN
Christopher O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=4392,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=4392,1M,4:35,,,,3,,,,Edinburgh,Self-Transcendence Mile,30 May 07,http://powerof10.info/results/results.aspx?meetingid=10165&event=1M&venue=Edinburgh&date=30-May-07,SEN
Christopher O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=4392,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=4392,5M,27:07,,,,6,,,,Edinburgh,Corstorphine 5,6 Jun 07,http://powerof10.info/results/results.aspx?meetingid=10228&event=5M&venue=Edinburgh&date=6-Jun-07,SEN
Christopher O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=4392,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=4392,ZXC,34:22,,,,23,,,,Stirling,Scottish Athletics East District Championships,8 Dec 07,http://powerof10.info/results/results.aspx?meetingid=9215&event=ZXC&venue=Stirling&date=8-Dec-07,SEN
